Account Creation Date,Account Creation Method,Account Age (Days),Profile Picture,Profile Information Complete,Name Consistency,Login Frequency (per week),Login Time Pattern,IP Address Variability,Followers Count,Following Count,Engagement Rate (likes/comments),Post Frequency (per week),Content Type,Email Validation,Phone Number Validation,Reported by Users,Flags by Content Moderation,Geolocation Consistency,Suspicious Device Use,Final Result
6/13/2024,Email,14,Yes,Yes,Inconsistent,2,Irregular,Medium,3970,907,High engagement (likes/comments),12,Text-only,Invalid,Valid,No,No,Inconsistent,No,Fake
2/16/2024,Email,4,No,Yes,Inconsistent,3,Irregular,Medium,3155,1039,Very low engagement,2,Image/Video,Invalid,Valid,Yes,No,Consistent,No,Genuine
2/5/2024,Social Media Login,9,No,Yes,Consistent,1,Regular,High,1845,101,Moderate engagement,7,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Inconsistent,No,Genuine
8/19/2024,Email,7,No,No,Inconsistent,7,Irregular,Medium,46,1302,Low engagement (rare likes),17,Image/Video,Invalid,Invalid,No,Yes,Consistent,Yes,Genuine
4/22/2024,Social Media Login,1,Yes,Yes,Inconsistent,10,Irregular,Medium,2755,340,High engagement (likes/comments),2,Text-only,Invalid,Valid,Yes,Yes,Consistent,No,Fake
10/10/2024,Social Media Login,26,Yes,No,Inconsistent,5,Regular,Low,4521,1470,Moderate engagement,15,Text-only,Invalid,Invalid,No,No,Inconsistent,Yes,Genuine
8/2/2024,Email,22,No,Yes,Inconsistent,6,Regular,Low,4919,833,Very low engagement,16,Mixed (Image/Text),Invalid,Valid,No,Yes,Consistent,Yes,Genuine
1/1/2024,Email,9,No,Yes,Inconsistent,1,Irregular,Medium,2778,660,High engagement (likes/comments),17,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
6/22/2024,Email,16,Yes,No,Consistent,2,Irregular,Medium,3963,1364,Very low engagement,1,Image/Video,Invalid,Valid,Yes,No,Consistent,No,Genuine
2/16/2024,Phone Number,23,Yes,No,Inconsistent,5,Regular,Low,661,1983,High engagement (likes/comments),15,Text-only,Valid,Valid,No,No,Inconsistent,Yes,Genuine
7/29/2024,Social Media Login,2,Yes,No,Consistent,10,Regular,High,4793,1790,Very low engagement,16,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,No,Fake
8/4/2024,Social Media Login,18,Yes,Yes,Inconsistent,9,Regular,Low,4753,469,High engagement (likes/comments),3,Mixed (Image/Text),Invalid,Valid,Yes,Yes,Consistent,No,Genuine
3/27/2024,Social Media Login,29,Yes,Yes,Inconsistent,4,Regular,Low,1792,151,Very low engagement,15,Text-only,Invalid,Valid,No,No,Inconsistent,No,Genuine
1/1/2024,Phone Number,12,No,Yes,Consistent,2,Regular,Low,3984,1460,Low engagement (rare likes),3,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,No,Genuine
9/10/2024,Social Media Login,5,Yes,Yes,Consistent,4,Irregular,Medium,1242,1595,High engagement (likes/comments),0,Image/Video,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
1/26/2024,Email,18,Yes,No,Inconsistent,8,Regular,High,4754,363,High engagement (likes/comments),3,Text-only,Valid,Valid,No,Yes,Inconsistent,No,Fake
1/11/2024,Email,10,No,Yes,Consistent,8,Regular,Low,508,1443,Moderate engagement,2,Text-only,Invalid,Invalid,Yes,Yes,Inconsistent,No,Genuine
5/20/2024,Social Media Login,1,No,Yes,Consistent,10,Irregular,Low,3805,959,Moderate engagement,7,Text-only,Valid,Invalid,No,No,Inconsistent,No,Fake
3/15/2024,Email,4,No,No,Consistent,8,Irregular,Medium,715,1471,High engagement (likes/comments),17,Text-only,Invalid,Valid,No,No,Consistent,Yes,Genuine
8/21/2024,Phone Number,4,No,No,Consistent,6,Regular,Low,1481,1471,Moderate engagement,20,Image/Video,Invalid,Valid,Yes,No,Consistent,Yes,Fake
9/30/2024,Social Media Login,11,Yes,No,Consistent,6,Irregular,Low,1041,1653,Low engagement (rare likes),7,Image/Video,Valid,Valid,No,No,Consistent,No,Genuine
2/10/2024,Social Media Login,20,No,No,Inconsistent,6,Regular,Medium,3330,597,High engagement (likes/comments),8,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,No,Fake
10/23/2024,Email,7,Yes,Yes,Inconsistent,4,Irregular,High,1215,1655,Low engagement (rare likes),7,Image/Video,Valid,Valid,No,Yes,Consistent,Yes,Fake
9/3/2024,Email,1,Yes,No,Inconsistent,6,Irregular,Low,3705,1254,Very low engagement,7,Text-only,Invalid,Invalid,Yes,No,Consistent,Yes,Genuine
2/23/2024,Social Media Login,3,No,No,Inconsistent,7,Regular,High,2175,1716,Low engagement (rare likes),15,Mixed (Image/Text),Invalid,Invalid,No,Yes,Inconsistent,No,Genuine
1/28/2024,Phone Number,13,No,No,Consistent,5,Regular,High,3308,1332,Low engagement (rare likes),8,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,No,Fake
8/8/2024,Email,19,No,Yes,Consistent,9,Regular,High,263,1697,Low engagement (rare likes),12,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,Yes,Genuine
8/4/2024,Email,11,No,Yes,Consistent,9,Irregular,Low,1757,1909,High engagement (likes/comments),3,Text-only,Valid,Valid,No,No,Inconsistent,Yes,Genuine
2/27/2024,Social Media Login,19,Yes,No,Inconsistent,8,Irregular,Medium,2623,465,Moderate engagement,11,Text-only,Invalid,Invalid,Yes,No,Inconsistent,Yes,Genuine
8/20/2024,Social Media Login,29,No,No,Inconsistent,4,Irregular,Low,3114,1561,High engagement (likes/comments),11,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,Yes,Fake
2/12/2024,Email,23,No,No,Inconsistent,5,Irregular,Medium,3453,487,Very low engagement,7,Image/Video,Invalid,Valid,Yes,Yes,Consistent,No,Fake
3/8/2024,Social Media Login,2,No,Yes,Inconsistent,5,Regular,Low,2114,1523,Very low engagement,10,Text-only,Invalid,Invalid,Yes,Yes,Consistent,Yes,Fake
5/22/2024,Email,5,No,Yes,Consistent,1,Regular,Low,734,379,High engagement (likes/comments),11,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,No,Fake
4/27/2024,Social Media Login,3,No,Yes,Consistent,7,Irregular,High,4288,226,Low engagement (rare likes),6,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Inconsistent,No,Fake
6/30/2024,Email,13,No,No,Inconsistent,6,Regular,High,1237,1439,High engagement (likes/comments),1,Mixed (Image/Text),Invalid,Valid,No,No,Consistent,Yes,Fake
7/13/2024,Social Media Login,22,Yes,No,Consistent,1,Irregular,High,451,1241,Low engagement (rare likes),19,Text-only,Valid,Invalid,Yes,Yes,Consistent,No,Genuine
11/7/2024,Phone Number,27,Yes,Yes,Inconsistent,7,Regular,High,3306,524,High engagement (likes/comments),3,Mixed (Image/Text),Invalid,Invalid,Yes,No,Consistent,No,Genuine
3/21/2024,Email,2,Yes,No,Inconsistent,4,Regular,Low,3488,1749,Low engagement (rare likes),15,Mixed (Image/Text),Valid,Invalid,No,No,Consistent,Yes,Genuine
6/26/2024,Email,17,Yes,No,Inconsistent,6,Regular,Medium,3193,28,Moderate engagement,19,Text-only,Valid,Valid,No,Yes,Consistent,Yes,Genuine
9/2/2024,Social Media Login,19,Yes,Yes,Consistent,3,Regular,Medium,3496,780,Low engagement (rare likes),17,Image/Video,Invalid,Valid,No,Yes,Consistent,No,Genuine
7/10/2024,Email,3,No,Yes,Inconsistent,4,Regular,Low,166,1763,High engagement (likes/comments),8,Text-only,Valid,Valid,No,Yes,Inconsistent,Yes,Fake
4/3/2024,Social Media Login,22,Yes,Yes,Consistent,8,Regular,High,304,731,High engagement (likes/comments),17,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,No,Fake
2/12/2024,Social Media Login,13,Yes,Yes,Inconsistent,10,Regular,Low,2064,1201,High engagement (likes/comments),5,Image/Video,Invalid,Valid,No,Yes,Inconsistent,Yes,Fake
4/25/2024,Social Media Login,24,Yes,Yes,Consistent,5,Irregular,Medium,270,877,Low engagement (rare likes),17,Text-only,Valid,Invalid,Yes,No,Consistent,No,Genuine
1/29/2024,Email,13,Yes,No,Consistent,3,Regular,Medium,4185,1175,Very low engagement,15,Text-only,Invalid,Invalid,No,No,Inconsistent,Yes,Fake
1/4/2024,Phone Number,17,No,Yes,Inconsistent,1,Regular,Low,2591,446,Moderate engagement,14,Text-only,Invalid,Valid,Yes,No,Inconsistent,Yes,Fake
4/16/2024,Social Media Login,2,No,Yes,Consistent,5,Regular,Medium,1984,1841,High engagement (likes/comments),9,Image/Video,Invalid,Invalid,Yes,No,Inconsistent,Yes,Fake
10/17/2024,Social Media Login,11,Yes,Yes,Consistent,6,Regular,Low,957,1084,Low engagement (rare likes),16,Image/Video,Invalid,Valid,Yes,No,Consistent,Yes,Fake
3/17/2024,Phone Number,5,Yes,Yes,Inconsistent,2,Regular,Medium,4727,1672,Low engagement (rare likes),0,Mixed (Image/Text),Invalid,Valid,No,No,Consistent,Yes,Fake
1/23/2024,Email,29,Yes,No,Consistent,10,Regular,High,2699,748,Very low engagement,1,Image/Video,Valid,Valid,Yes,No,Inconsistent,Yes,Genuine
6/1/2024,Phone Number,22,No,Yes,Inconsistent,8,Irregular,High,330,1153,Very low engagement,3,Image/Video,Valid,Invalid,Yes,No,Consistent,Yes,Genuine
1/14/2024,Email,27,Yes,No,Inconsistent,3,Irregular,Low,2135,1473,Low engagement (rare likes),7,Image/Video,Invalid,Valid,Yes,No,Consistent,No,Fake
6/28/2024,Social Media Login,22,Yes,Yes,Consistent,9,Regular,Low,866,1343,Moderate engagement,13,Image/Video,Valid,Invalid,Yes,Yes,Consistent,No,Genuine
8/3/2024,Phone Number,24,Yes,Yes,Consistent,10,Regular,Low,3658,664,Moderate engagement,14,Mixed (Image/Text),Valid,Invalid,Yes,No,Consistent,Yes,Fake
5/8/2024,Phone Number,5,No,Yes,Consistent,7,Regular,Low,1151,1546,Moderate engagement,10,Mixed (Image/Text),Valid,Valid,No,No,Consistent,No,Genuine
10/3/2024,Phone Number,19,No,Yes,Inconsistent,10,Regular,Medium,2456,1599,Very low engagement,1,Image/Video,Valid,Valid,Yes,No,Inconsistent,Yes,Genuine
2/19/2024,Email,10,Yes,No,Inconsistent,4,Irregular,Medium,2529,330,Moderate engagement,19,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,Yes,Genuine
7/28/2024,Phone Number,18,No,No,Consistent,8,Irregular,High,2666,1324,Very low engagement,16,Image/Video,Invalid,Valid,No,Yes,Consistent,No,Genuine
8/20/2024,Email,28,Yes,No,Consistent,2,Irregular,High,902,933,Moderate engagement,12,Text-only,Invalid,Invalid,Yes,Yes,Consistent,Yes,Fake
2/20/2024,Phone Number,12,Yes,No,Inconsistent,9,Regular,Low,959,1841,Moderate engagement,14,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,No,Fake
9/16/2024,Email,29,No,No,Inconsistent,1,Regular,Low,1981,662,Moderate engagement,11,Text-only,Invalid,Invalid,No,Yes,Inconsistent,Yes,Genuine
2/18/2024,Email,28,No,No,Consistent,9,Regular,Low,1955,320,High engagement (likes/comments),16,Image/Video,Invalid,Valid,Yes,No,Consistent,No,Genuine
7/9/2024,Email,29,No,No,Consistent,7,Irregular,Low,2594,1003,High engagement (likes/comments),5,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,No,Genuine
11/1/2024,Email,29,No,No,Inconsistent,4,Regular,Low,4038,1299,Low engagement (rare likes),16,Image/Video,Invalid,Invalid,No,Yes,Consistent,No,Genuine
4/5/2024,Phone Number,20,No,No,Consistent,5,Irregular,Medium,1667,995,Moderate engagement,7,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,Yes,Genuine
8/18/2024,Email,26,No,Yes,Consistent,2,Regular,Low,3509,19,Low engagement (rare likes),0,Mixed (Image/Text),Valid,Valid,Yes,Yes,Consistent,No,Fake
5/12/2024,Email,21,Yes,Yes,Consistent,9,Regular,Low,2378,562,Low engagement (rare likes),4,Text-only,Valid,Valid,Yes,No,Consistent,Yes,Genuine
7/9/2024,Email,17,Yes,No,Inconsistent,1,Regular,Low,437,590,High engagement (likes/comments),1,Image/Video,Invalid,Valid,Yes,No,Consistent,No,Genuine
4/20/2024,Social Media Login,27,No,No,Consistent,8,Irregular,Medium,2589,932,Very low engagement,19,Text-only,Invalid,Invalid,No,No,Consistent,Yes,Fake
8/3/2024,Phone Number,5,Yes,Yes,Consistent,8,Irregular,Medium,4609,1566,Very low engagement,11,Image/Video,Invalid,Invalid,Yes,Yes,Inconsistent,No,Genuine
9/11/2024,Social Media Login,3,Yes,Yes,Consistent,6,Irregular,High,3053,1884,Low engagement (rare likes),4,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
11/4/2024,Email,19,Yes,Yes,Inconsistent,2,Regular,Low,3696,1401,Very low engagement,20,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,No,Fake
5/9/2024,Email,9,No,Yes,Consistent,10,Regular,Medium,120,416,High engagement (likes/comments),0,Text-only,Invalid,Invalid,Yes,No,Consistent,Yes,Genuine
6/20/2024,Phone Number,28,Yes,Yes,Consistent,9,Regular,Medium,4265,280,Low engagement (rare likes),3,Mixed (Image/Text),Invalid,Valid,No,No,Consistent,No,Genuine
10/20/2024,Phone Number,4,No,No,Inconsistent,4,Irregular,Medium,1076,676,Low engagement (rare likes),20,Image/Video,Invalid,Valid,Yes,No,Inconsistent,No,Genuine
6/24/2024,Phone Number,5,No,No,Inconsistent,9,Irregular,Medium,4870,1391,Moderate engagement,10,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,Yes,Genuine
3/7/2024,Email,17,Yes,Yes,Consistent,9,Irregular,Low,4089,1234,High engagement (likes/comments),1,Mixed (Image/Text),Valid,Invalid,No,No,Inconsistent,Yes,Genuine
10/20/2024,Social Media Login,9,Yes,No,Consistent,7,Regular,Low,2808,446,Very low engagement,11,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,No,Fake
2/25/2024,Social Media Login,16,No,No,Consistent,4,Regular,Medium,1325,1051,Low engagement (rare likes),14,Image/Video,Invalid,Invalid,No,No,Inconsistent,No,Genuine
8/26/2024,Email,1,No,No,Consistent,2,Irregular,Low,468,110,Low engagement (rare likes),10,Text-only,Valid,Invalid,Yes,Yes,Consistent,No,Genuine
7/7/2024,Email,13,Yes,Yes,Inconsistent,2,Regular,Medium,2409,934,Moderate engagement,5,Text-only,Invalid,Valid,No,Yes,Inconsistent,Yes,Genuine
9/9/2024,Phone Number,14,No,No,Inconsistent,9,Regular,Low,1642,1358,High engagement (likes/comments),0,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,Yes,Fake
1/22/2024,Email,22,Yes,Yes,Inconsistent,6,Regular,High,133,1401,Very low engagement,7,Image/Video,Valid,Invalid,No,No,Consistent,No,Fake
2/19/2024,Phone Number,25,No,No,Consistent,4,Regular,Medium,443,1204,High engagement (likes/comments),13,Image/Video,Invalid,Valid,Yes,No,Consistent,Yes,Fake
3/19/2024,Social Media Login,23,Yes,Yes,Inconsistent,4,Irregular,High,1953,1406,Moderate engagement,13,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,No,Genuine
4/22/2024,Phone Number,22,Yes,Yes,Inconsistent,1,Irregular,Low,2603,711,Very low engagement,2,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,No,Fake
10/7/2024,Email,18,Yes,Yes,Consistent,2,Regular,High,2144,113,High engagement (likes/comments),18,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
3/26/2024,Phone Number,20,No,Yes,Consistent,6,Regular,High,2270,20,Low engagement (rare likes),20,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
7/14/2024,Email,30,No,Yes,Inconsistent,8,Irregular,Medium,4753,123,Moderate engagement,20,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,No,Fake
10/9/2024,Email,19,Yes,No,Inconsistent,5,Regular,Low,4712,1059,Very low engagement,8,Text-only,Valid,Valid,Yes,Yes,Inconsistent,Yes,Fake
4/14/2024,Phone Number,20,Yes,No,Consistent,9,Regular,Medium,3970,1124,Moderate engagement,10,Text-only,Valid,Valid,No,Yes,Consistent,No,Genuine
5/24/2024,Social Media Login,12,No,Yes,Consistent,1,Regular,High,4469,347,Moderate engagement,15,Text-only,Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
3/2/2024,Email,2,Yes,No,Consistent,5,Irregular,High,4273,254,High engagement (likes/comments),6,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
5/12/2024,Social Media Login,6,No,Yes,Consistent,4,Regular,Low,1165,1663,Low engagement (rare likes),13,Image/Video,Invalid,Invalid,Yes,Yes,Inconsistent,No,Fake
5/13/2024,Phone Number,18,Yes,Yes,Inconsistent,10,Regular,Low,1315,1434,Low engagement (rare likes),3,Text-only,Valid,Valid,Yes,No,Consistent,Yes,Genuine
4/13/2024,Phone Number,29,No,No,Consistent,8,Regular,Medium,2026,512,Low engagement (rare likes),8,Text-only,Valid,Invalid,No,Yes,Consistent,No,Genuine
2/27/2024,Email,15,Yes,No,Inconsistent,6,Irregular,High,4505,975,Very low engagement,2,Text-only,Valid,Valid,Yes,No,Consistent,Yes,Genuine
3/17/2024,Phone Number,3,No,No,Inconsistent,10,Regular,High,3016,251,Moderate engagement,19,Image/Video,Valid,Valid,Yes,No,Consistent,Yes,Genuine
9/26/2024,Email,14,No,No,Consistent,2,Regular,High,1913,1238,High engagement (likes/comments),9,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,No,Fake
4/17/2024,Social Media Login,2,Yes,Yes,Inconsistent,8,Regular,Low,845,215,High engagement (likes/comments),7,Image/Video,Invalid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
8/30/2024,Social Media Login,29,No,Yes,Consistent,8,Regular,High,3498,1500,High engagement (likes/comments),18,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,Yes,Fake
2/16/2024,Email,14,No,Yes,Inconsistent,5,Regular,Low,1434,483,Low engagement (rare likes),0,Text-only,Valid,Valid,Yes,Yes,Consistent,No,Genuine
1/23/2024,Phone Number,14,Yes,Yes,Consistent,9,Regular,Low,3690,524,Very low engagement,17,Mixed (Image/Text),Valid,Valid,Yes,No,Inconsistent,No,Fake
2/23/2024,Social Media Login,28,Yes,No,Inconsistent,8,Regular,Medium,3951,943,Low engagement (rare likes),18,Text-only,Invalid,Invalid,Yes,No,Consistent,Yes,Fake
9/19/2024,Email,5,Yes,Yes,Inconsistent,9,Irregular,High,774,377,Moderate engagement,14,Mixed (Image/Text),Invalid,Valid,Yes,No,Consistent,No,Genuine
5/3/2024,Email,20,No,No,Consistent,6,Irregular,Low,1980,1399,Low engagement (rare likes),18,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,No,Fake
6/5/2024,Email,16,No,Yes,Inconsistent,5,Irregular,Low,1104,1121,High engagement (likes/comments),11,Text-only,Valid,Valid,Yes,No,Inconsistent,No,Genuine
10/5/2024,Phone Number,23,Yes,Yes,Inconsistent,7,Regular,High,4867,83,Low engagement (rare likes),5,Image/Video,Invalid,Valid,No,Yes,Consistent,Yes,Fake
4/28/2024,Social Media Login,14,No,No,Inconsistent,10,Regular,Low,3982,1082,Low engagement (rare likes),19,Mixed (Image/Text),Valid,Invalid,No,No,Consistent,No,Fake
1/18/2024,Social Media Login,15,Yes,No,Consistent,10,Irregular,Low,2348,1064,Moderate engagement,8,Text-only,Valid,Valid,Yes,No,Consistent,Yes,Fake
9/2/2024,Email,14,Yes,Yes,Consistent,3,Irregular,High,2032,1673,Very low engagement,13,Mixed (Image/Text),Valid,Invalid,No,Yes,Inconsistent,Yes,Genuine
1/18/2024,Social Media Login,27,No,No,Consistent,3,Regular,High,2555,371,Very low engagement,0,Image/Video,Invalid,Valid,Yes,Yes,Consistent,Yes,Genuine
4/14/2024,Social Media Login,22,Yes,Yes,Consistent,10,Irregular,Medium,3637,669,Moderate engagement,7,Image/Video,Valid,Valid,Yes,No,Inconsistent,No,Genuine
9/19/2024,Social Media Login,20,No,Yes,Consistent,6,Regular,High,2778,966,Moderate engagement,14,Text-only,Invalid,Valid,No,Yes,Consistent,Yes,Fake
8/26/2024,Email,21,No,No,Inconsistent,4,Irregular,Medium,1388,1237,Very low engagement,0,Text-only,Valid,Valid,No,Yes,Consistent,No,Genuine
7/14/2024,Email,21,Yes,No,Inconsistent,3,Irregular,High,1449,238,Very low engagement,11,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,Yes,Fake
7/13/2024,Phone Number,23,No,No,Inconsistent,2,Regular,Low,2776,513,Low engagement (rare likes),17,Mixed (Image/Text),Valid,Valid,No,No,Consistent,Yes,Fake
1/15/2024,Email,21,Yes,No,Inconsistent,4,Regular,Medium,3849,1168,Low engagement (rare likes),4,Image/Video,Valid,Valid,Yes,No,Inconsistent,No,Genuine
5/18/2024,Email,22,Yes,No,Inconsistent,2,Irregular,High,4059,1356,Moderate engagement,7,Text-only,Valid,Valid,Yes,Yes,Inconsistent,Yes,Fake
2/28/2024,Social Media Login,9,Yes,No,Inconsistent,4,Irregular,Low,348,943,Moderate engagement,20,Mixed (Image/Text),Valid,Valid,No,No,Consistent,Yes,Genuine
4/19/2024,Email,6,No,No,Inconsistent,2,Irregular,Medium,1654,1663,High engagement (likes/comments),3,Text-only,Invalid,Valid,No,Yes,Inconsistent,No,Genuine
8/23/2024,Social Media Login,10,No,Yes,Inconsistent,7,Regular,Low,135,687,Very low engagement,10,Text-only,Invalid,Valid,Yes,No,Consistent,Yes,Fake
8/25/2024,Email,17,No,Yes,Inconsistent,10,Regular,Medium,1612,1576,Moderate engagement,13,Image/Video,Valid,Valid,No,No,Inconsistent,Yes,Genuine
2/8/2024,Social Media Login,29,Yes,No,Inconsistent,6,Regular,Low,3243,1610,Moderate engagement,1,Text-only,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
3/25/2024,Social Media Login,21,No,No,Consistent,7,Irregular,High,3527,1912,Moderate engagement,1,Text-only,Valid,Valid,No,No,Consistent,Yes,Genuine
9/28/2024,Email,28,No,No,Inconsistent,8,Irregular,Medium,882,2000,Moderate engagement,4,Image/Video,Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
8/21/2024,Phone Number,28,Yes,No,Consistent,8,Irregular,Low,3861,1092,High engagement (likes/comments),9,Image/Video,Invalid,Invalid,No,Yes,Consistent,Yes,Fake
10/14/2024,Social Media Login,29,Yes,Yes,Inconsistent,6,Regular,Medium,145,643,Moderate engagement,0,Text-only,Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
6/10/2024,Email,4,Yes,No,Consistent,8,Irregular,Low,3036,1044,High engagement (likes/comments),0,Text-only,Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
2/5/2024,Phone Number,16,Yes,No,Consistent,8,Irregular,High,4709,296,High engagement (likes/comments),6,Text-only,Invalid,Invalid,No,No,Consistent,No,Fake
5/13/2024,Phone Number,16,No,No,Inconsistent,10,Regular,Low,2777,1111,Low engagement (rare likes),20,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
4/2/2024,Email,30,Yes,No,Inconsistent,6,Regular,Medium,3904,409,High engagement (likes/comments),8,Text-only,Valid,Invalid,Yes,No,Inconsistent,No,Fake
8/7/2024,Social Media Login,9,No,Yes,Consistent,8,Irregular,Medium,1917,1699,Moderate engagement,14,Mixed (Image/Text),Invalid,Invalid,No,Yes,Inconsistent,No,Genuine
5/29/2024,Email,25,Yes,Yes,Inconsistent,2,Irregular,High,3481,1174,Very low engagement,4,Mixed (Image/Text),Invalid,Valid,No,Yes,Consistent,Yes,Genuine
7/25/2024,Social Media Login,18,No,Yes,Consistent,9,Regular,Low,2740,555,Moderate engagement,17,Image/Video,Valid,Invalid,Yes,No,Consistent,Yes,Genuine
3/21/2024,Email,22,No,No,Consistent,7,Irregular,Medium,3692,1380,Very low engagement,14,Image/Video,Invalid,Valid,No,No,Consistent,No,Fake
5/2/2024,Social Media Login,3,No,Yes,Consistent,10,Regular,Low,1405,618,Very low engagement,0,Image/Video,Valid,Valid,No,No,Inconsistent,No,Genuine
2/11/2024,Email,27,No,No,Consistent,9,Irregular,Medium,2666,684,High engagement (likes/comments),12,Mixed (Image/Text),Valid,Invalid,No,No,Consistent,No,Genuine
6/7/2024,Phone Number,3,Yes,Yes,Consistent,10,Regular,High,3106,1244,Very low engagement,3,Image/Video,Invalid,Valid,Yes,No,Inconsistent,Yes,Fake
10/23/2024,Phone Number,1,No,Yes,Inconsistent,2,Regular,High,3788,877,Very low engagement,8,Image/Video,Invalid,Invalid,No,Yes,Inconsistent,Yes,Fake
1/16/2024,Social Media Login,3,No,No,Inconsistent,7,Irregular,Low,3534,1209,Moderate engagement,10,Mixed (Image/Text),Invalid,Valid,Yes,No,Consistent,No,Fake
6/14/2024,Phone Number,4,No,No,Inconsistent,6,Irregular,Low,921,662,Very low engagement,6,Text-only,Invalid,Valid,Yes,Yes,Consistent,Yes,Genuine
10/15/2024,Email,6,Yes,Yes,Inconsistent,9,Irregular,High,1947,1167,Very low engagement,13,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,No,Genuine
6/6/2024,Phone Number,4,Yes,Yes,Inconsistent,3,Regular,Low,4844,1796,Low engagement (rare likes),15,Image/Video,Valid,Invalid,No,Yes,Inconsistent,No,Genuine
11/1/2024,Email,11,Yes,No,Inconsistent,6,Irregular,High,1101,492,Very low engagement,15,Mixed (Image/Text),Valid,Valid,No,No,Consistent,Yes,Fake
7/3/2024,Phone Number,18,Yes,No,Consistent,5,Irregular,Medium,2171,1034,High engagement (likes/comments),17,Text-only,Valid,Invalid,Yes,No,Consistent,No,Genuine
10/9/2024,Email,1,Yes,Yes,Consistent,9,Irregular,Medium,4715,702,Low engagement (rare likes),9,Image/Video,Valid,Invalid,No,No,Inconsistent,No,Genuine
8/14/2024,Phone Number,11,Yes,No,Inconsistent,5,Regular,Low,4031,106,Moderate engagement,4,Image/Video,Invalid,Valid,Yes,No,Consistent,No,Genuine
1/10/2024,Email,6,No,Yes,Consistent,6,Regular,Medium,684,316,Moderate engagement,12,Mixed (Image/Text),Valid,Invalid,No,Yes,Inconsistent,Yes,Genuine
1/1/2024,Email,3,Yes,Yes,Inconsistent,4,Irregular,High,4899,1402,High engagement (likes/comments),7,Image/Video,Invalid,Valid,Yes,No,Consistent,No,Fake
1/5/2024,Social Media Login,12,Yes,Yes,Consistent,4,Regular,High,4857,1930,Low engagement (rare likes),6,Text-only,Invalid,Invalid,No,No,Inconsistent,Yes,Fake
9/13/2024,Social Media Login,11,No,Yes,Consistent,6,Irregular,Low,4474,335,Low engagement (rare likes),5,Mixed (Image/Text),Invalid,Valid,Yes,No,Consistent,Yes,Genuine
3/18/2024,Phone Number,16,Yes,No,Consistent,5,Irregular,High,831,1754,High engagement (likes/comments),6,Text-only,Valid,Valid,Yes,No,Inconsistent,No,Genuine
2/29/2024,Social Media Login,7,No,No,Inconsistent,2,Irregular,High,4353,354,High engagement (likes/comments),14,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,Yes,Genuine
9/8/2024,Email,5,No,No,Consistent,4,Irregular,Medium,569,841,Very low engagement,8,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,Yes,Fake
1/27/2024,Email,18,No,Yes,Consistent,8,Regular,Low,4367,640,High engagement (likes/comments),6,Image/Video,Invalid,Invalid,No,No,Consistent,No,Genuine
10/20/2024,Email,8,No,Yes,Consistent,6,Regular,Medium,83,350,Very low engagement,0,Text-only,Invalid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
